pmax_AM,pmax_LM,sum_negll
0.09,0.84,82.8931
0.09,0.85,82.8931
0.09,0.86,82.8931
0.09,0.87,82.8931
0.09,0.88,82.8931
0.09,0.89,82.8931
0.09,0.9,82.8931
0.09,0.91,82.8931
0.09,0.92,82.8931
0.09,0.93,82.8931
0.09,0.94,82.8931
0.09,0.95,82.8931
0.09,0.96,82.8931
0.09,0.97,82.8931
0.09,0.98,82.8931
0.09,0.99,82.8931
0.1,0,82.8931
0.1,0.01,83.096
0.1,0.02,83.8786
0.1,0.03,86.1847
0.1,0.04,84.4564
0.1,0.05,81.3839
0.1,0.06,77.774
0.1,0.07,68.9113
0.1,0.08,59.9801
0.1,0.09,50.1192
0.1,0.1,52.4986
0.1,0.11,56.5868
0.1,0.12,62.6167
0.1,0.13,62.6167
0.1,0.14,78.8211
0.1,0.15,82.8931
0.1,0.16,80.883
0.1,0.17,67.9486
0.1,0.18,67.9486
0.1,0.19,82.8931
0.1,0.2,82.8931
0.1,0.21,82.8931
0.1,0.22,82.8931
0.1,0.23,82.8931
0.1,0.24,82.8931
0.1,0.25,82.8931
0.1,0.26,82.8931
0.1,0.27,82.8931
0.1,0.28,82.8931
0.1,0.29,82.8931
0.1,0.3,82.8931
0.1,0.31,82.8931
0.1,0.32,82.8931
0.1,0.33,82.8931
0.1,0.34,82.8931
0.1,0.35,82.8931
0.1,0.36,82.8931
0.1,0.37,82.8931
0.1,0.38,82.8931
0.1,0.39,82.8931
0.1,0.4,82.8931
0.1,0.41,82.8931
0.1,0.42,82.8931
0.1,0.43,82.8931
0.1,0.44,82.8931
0.1,0.45,82.8931
0.1,0.46,82.8931
0.1,0.47,82.8931
0.1,0.48,82.8931
0.1,0.49,82.8931
0.1,0.5,82.8931
0.1,0.51,82.8931
0.1,0.52,82.8931
0.1,0.53,82.8931
0.1,0.54,82.8931
0.1,0.55,82.8931
0.1,0.56,82.8931
0.1,0.57,82.8931
0.1,0.58,82.8931
0.1,0.59,82.8931
0.1,0.6,82.8931
0.1,0.61,82.8931
0.1,0.62,82.8931
0.1,0.63,82.8931
0.1,0.64,82.8931
0.1,0.65,82.8931
0.1,0.66,82.8931
0.1,0.67,82.8931
0.1,0.68,82.8931
0.1,0.69,82.8931
0.1,0.7,82.8931
0.1,0.71,82.8931
0.1,0.72,82.8931
0.1,0.73,82.8931
0.1,0.74,82.8931
0.1,0.75,82.8931
0.1,0.76,82.8931
0.1,0.77,82.8931
0.1,0.78,82.8931
0.1,0.79,82.8931
0.1,0.8,82.8931
0.1,0.81,82.8931
0.1,0.82,82.8931
0.1,0.83,82.8931
0.1,0.84,82.8931
0.1,0.85,82.8931
0.1,0.86,82.8931
0.1,0.87,82.8931
0.1,0.88,82.8931
0.1,0.89,82.8931
